user_id,candidates
1240,"[1005186, 1110843, 985999, 970030, 951412, 995965, 961554, 987562, 854852, 1119051, 916122, 901062, 1043301, 970202, 6034857, 824005, 870515, 1070820, 862349, 913210, 903325, 1081177, 1046262, 908318, 1091365, 979707, 944836, 1116821, 965842, 1119405, 1028816, 12731436, 5578547, 904360, 962568, 880427, 1127831, 7024990, 857503, 828935]"
110,"[981760, 1133018, 1096036, 995242, 923746, 1044078, 904360, 1106523, 859075, 1081177, 909894, 1004906, 1029743, 5592931, 1068719, 1070015, 1043590, 845208, 1038217, 1065593, 987562, 1037863, 866211, 6533765, 893018, 878996, 961554, 1062966, 962568, 899624, 844179, 951590, 847982, 844165, 1127831, 1023958, 833025, 1136257, 854852, 871756]"
1103,"[1058997, 1029743, 1126899, 824005, 995242, 923746, 5569471, 1053690, 878996, 981760, 951590, 1039156, 961554, 1095040, 8090440, 1012913, 866211, 1110244, 1042345, 983584, 873627, 885697, 1127831, 5978656, 5567148, 903325, 986187, 1027569, 857503, 977854, 5568729, 1114597, 1025628, 1121213, 893501, 845774, 1137344, 822407, 9526624, 1003487]"
69,"[1101173, 985119, 951590, 981760, 1068719, 1033615, 1103629, 844165, 1044078, 1043590, 5568378, 1081177, 1004906, 859075, 1106523, 5592931, 1133018, 909894, 910673, 1025611, 844179, 866211, 846823, 904360, 928049, 951190, 832678, 836445, 5585510, 1096036, 1065593, 1127758, 913785, 965766, 8090537, 871756, 918368, 9527494, 923746, 972143]"
947,"[1133018, 981760, 1106523, 1101010, 951590, 1039156, 5978656, 854852, 845208, 1127831, 904360, 1132771, 1081177, 933835, 986912, 5978648, 1040807, 835098, 1018740, 1037863, 895930, 866211, 1043751, 819978, 1026118, 922561, 923746, 1004906, 995242, 961554, 1137775, 5569230, 993638, 962568, 1096036, 1044078, 878996, 832678, 885290, 971922]"
466,"[1106523, 1133018, 981760, 1044078, 844179, 1068719, 904360, 1081177, 995242, 844165, 1043590, 1029743, 5592931, 1096036, 1004906, 909894, 859075, 1085604, 1065593, 833025, 923746, 1033615, 987562, 1127831, 1062966, 916122, 6533765, 965766, 845208, 930917, 913785, 871756, 879755, 944534, 847982, 918368, 951590, 1037863, 985119, 854852]"
2270,"[1065593, 909894, 844165, 995242, 866211, 981760, 986912, 987562, 878996, 1002558, 969866, 1005186, 913785, 1133018, 1096036, 930118, 1062966, 891141, 951590, 6533765, 922907, 8090537, 1127831, 1102949, 1114597, 1058779, 1106301, 919948, 1004906, 1039156, 847982, 904360, 832678, 1044078, 9337581, 939636, 1026118, 1043590, 1051211, 1038217]"
263,"[962229, 910032, 923746, 1077555, 883932, 1037863, 854852, 904360, 951590, 1081177, 965766, 995242, 1094955, 1101010, 944534, 1101173, 940766, 962568, 940947, 878996, 822407, 847982, 1029743, 1052912, 1040807, 892008, 981760, 999270, 12810393, 936594, 1024306, 1131438, 1051211, 865528, 1005186, 9245106, 885290, 1039156, 844179, 979707]"
1540,"[951590, 856772, 9526410, 5568378, 1106523, 844165, 9527494, 1053690, 1133018, 1092026, 987562, 5569327, 941741, 925626, 9527290, 9526411, 858302, 1042438, 907631, 1134522, 928049, 952317, 868764, 1102959, 1062966, 859075, 916381, 9527160, 8090537, 892008, 822407, 965766, 943233, 893501, 982493, 1085604, 1065593, 942525, 1002558, 1022053]"
670,"[1127831, 995242, 961554, 866211, 1006184, 878996, 981760, 1029743, 1023720, 5978656, 1024306, 6034857, 8090521, 1062002, 909714, 903325, 933835, 883003, 916122, 971922, 1087102, 995965, 1138443, 885863, 1127179, 866755, 854852, 5978648, 7024990, 845307, 893501, 901062, 909268, 860975, 1132771, 933637, 847982, 1092026, 962568, 1027569]"
1067,"[1029743, 859075, 981760, 995242, 866211, 847982, 933835, 1038217, 916122, 1096036, 5568378, 951590, 1006184, 1127831, 5978656, 961554, 5569327, 971922, 893018, 896369, 5569230, 1101010, 987562, 930917, 5978648, 1018740, 822407, 1044078, 845307, 908531, 12810393, 870547, 1004906, 1126899, 845193, 1012587, 828867, 839419, 1029624, 885863]"
2260,"[1029743, 995242, 981760, 951590, 859075, 5569230, 1127831, 916122, 910032, 914190, 1004906, 923746, 854852, 1044078, 5568378, 5978656, 979707, 961554, 866211, 904360, 9526410, 844179, 1136257, 903325, 1101173, 940766, 833025, 1042438, 823704, 832678, 962568, 5568729, 1068719, 5978648, 899624, 913785, 908318, 8090521, 13842214, 871756]"
1460,"[1133018, 1106523, 981760, 859075, 995242, 916122, 1029743, 1053690, 987562, 1005186, 5569230, 1081177, 995965, 5978656, 6034857, 908531, 970030, 854852, 979707, 1127831, 833025, 951590, 933835, 1137775, 1040807, 909894, 985999, 1065593, 961554, 845307, 1110843, 925112, 1006184, 904360, 1044078, 1132771, 944836, 1138443, 898068, 1046262]"
2217,"[981760, 862349, 995242, 962568, 961554, 854852, 923746, 1127831, 5978656, 904360, 1037863, 916122, 1026118, 878996, 845208, 1023720, 1005186, 1029743, 903325, 1022254, 1137688, 1044078, 908531, 1004906, 6034857, 866211, 5978648, 847982, 1024306, 901062, 1052912, 1028816, 844179, 995965, 909894, 1023958, 916993, 1081177, 863447, 985999]"
661,"[1029743, 916122, 1081177, 854852, 995242, 1138292, 981760, 1110572, 1004596, 904359, 986912, 1096573, 979707, 856772, 5569230, 851188, 874972, 1044078, 12262778, 12262978, 880150, 999104, 827667, 5585510, 1044805, 885290, 904360, 883932, 952317, 858302, 1094955, 861445, 1014948, 1026118, 1001827, 1049788, 1062002, 8090521, 1075470, 12301100]"
1216,"[854852, 5569230, 933835, 962568, 961554, 862349, 1101010, 1040807, 995242, 9337581, 904360, 979707, 866211, 981760, 908531, 10204822, 1065593, 986912, 1005186, 1039156, 819978, 970119, 825541, 951590, 874972, 1004906, 1096036, 1081177, 1127831, 1132771, 1043751, 5568729, 883932, 860299, 1024306, 916993, 1119051, 865178, 971922, 6034857]"
1349,"[1004906, 845208, 1037863, 844179, 965766, 904360, 9526410, 951590, 962568, 1044078, 913785, 981760, 899624, 923746, 822407, 883932, 940947, 987562, 1068719, 900802, 859075, 1137775, 1040807, 1081177, 1018740, 995242, 1058997, 930917, 1101010, 854852, 835098, 896085, 9527290, 5592931, 819978, 961554, 1029743, 999858, 12263788, 933835]"
1379,"[1037863, 940766, 913785, 936594, 1039156, 999858, 859075, 844165, 1053690, 9571047, 900802, 833025, 1115576, 1068719, 1102959, 923746, 962568, 898068, 970202, 883932, 854852, 1117514, 1022097, 899624, 868764, 904360, 1056509, 897125, 1136257, 5569374, 12301109, 1137688, 1027569, 844179, 1077490, 1029743, 972312, 1010190, 995242, 1065593]"
900,"[1110572, 5978648, 1132771, 5978656, 1018740, 1005186, 1022254, 986912, 865026, 976199, 1101010, 1133018, 874972, 1068719, 861445, 9526410, 923746, 832678, 1135834, 12731714, 5569230, 1040807, 977545, 854852, 1000753, 835098, 1106523, 879393, 883932, 1110843, 885863, 948670, 6979579, 1106091, 825541, 9245106, 1126045, 10149640, 1056509, 1020682]"
1592,"[1005186, 1110843, 995242, 987562, 862349, 1029743, 5569230, 859075, 1091365, 1058997, 1070820, 986912, 981760, 901062, 1127831, 1126899, 5569471, 1007136, 5569374, 854852, 1039156, 979707, 1073150, 951590, 1096317, 1136257, 908318, 904360, 916122, 8090536, 5572828, 863802, 8177622, 1107553, 5978656, 970030, 1063207, 906262, 1102959, 866211]"
1051,"[1029743, 995242, 981760, 1106523, 5569230, 1127831, 844165, 1053690, 1058997, 1126899, 1044078, 1133018, 951590, 904360, 1092026, 916122, 986912, 854852, 844179, 866211, 1085604, 1076875, 878996, 1070820, 910032, 1016800, 5585510, 1110572, 1005186, 8090521, 883932, 5568378, 908531, 972312, 828867, 1036501, 1037863, 1005274, 1065593, 868764]"
223,"[1106523, 1133018, 859075, 981760, 1044078, 923746, 987562, 5568378, 844165, 1004906, 1096036, 1068719, 1043590, 871756, 899624, 5592931, 1038217, 844179, 845208, 951590, 8090537, 904360, 1092026, 965766, 6533765, 833025, 893018, 8090521, 1002558, 1045220, 1051323, 892008, 1070015, 870547, 1062966, 1085604, 1081177, 1033615, 1136257, 930917]"
534,"[1005186, 986912, 995242, 909894, 1065593, 860975, 1029743, 1110843, 981760, 1023958, 908531, 6533765, 896369, 1062966, 5978656, 1091365, 993638, 1077555, 1096036, 861445, 890610, 878996, 1070015, 1053690, 1133018, 1038217, 1127624, 859075, 1076056, 862349, 889731, 1058779, 1081189, 1003188, 905539, 1039156, 926422, 1063207, 847982, 904360]"
2312,"[1126899, 1058997, 1005186, 916122, 1022254, 923746, 961554, 981760, 1119051, 854852, 6034857, 1127831, 1081177, 979707, 1110843, 7024990, 903325, 1070820, 970030, 862349, 1137688, 1037332, 904360, 874149, 962568, 916993, 1055425, 985999, 860299, 986912, 865178, 5978656, 901062, 898068, 843756, 13071902, 970747, 1075074, 1026118, 856345]"
895,"[866211, 995242, 1127831, 1029743, 1081189, 878996, 1112238, 5978656, 961554, 981760, 868888, 916122, 9829205, 957736, 862349, 1006184, 1002771, 995965, 999104, 903325, 909268, 5995603, 857503, 1023720, 5978648, 919423, 908318, 1027569, 940947, 824005, 1126899, 832678, 1026118, 1000237, 1051468, 1104414, 1117393, 1087605, 5995597, 825994]"
1461,"[981760, 1029743, 995242, 866211, 5978656, 1005186, 1096036, 1068719, 951590, 1000753, 5569230, 904360, 1127831, 860975, 874972, 871756, 5569471, 923746, 847982, 878996, 1006184, 1070702, 908318, 5978648, 909894, 969866, 1042438, 1051323, 1044078, 5569845, 859075, 844179, 986912, 916122, 1043590, 1022254, 965267, 865456, 832678, 979707]"
618,"[5569230, 908531, 5978656, 1085604, 923746, 1062966, 986912, 1106523, 1038217, 8090521, 981760, 8205218, 1133018, 1137775, 1065593, 1044078, 947798, 1005186, 1040807, 5569327, 951590, 879755, 1070820, 1101010, 8090537, 845208, 962229, 5568378, 904360, 1037840, 5978648, 1023958, 909894, 993638, 9527290, 1012587, 862349, 1110843, 1102959, 983584]"
20,"[8090537, 1058997, 1126899, 1065593, 859075, 1075368, 898068, 8090536, 1136257, 1055425, 1123106, 894360, 944836, 923746, 981760, 913785, 855557, 847982, 995965, 987562, 909714, 1043590, 821556, 6533765, 944454, 5978656, 909894, 1068719, 983267, 1096317, 9836460, 1082212, 8090521, 5569845, 10149303, 1002850, 819927, 953320, 883299, 5592931]"
1528,"[923746, 844179, 981760, 995242, 961554, 908531, 1106523, 844165, 1029743, 916122, 1053690, 1133018, 1044078, 866211, 1096036, 983584, 9526410, 868764, 962568, 1004906, 1068719, 847982, 933835, 999858, 1127831, 1075368, 12301109, 1081177, 893501, 893018, 5978656, 1024306, 1114597, 1039589, 1018740, 863447, 878996, 880150, 824005, 1102949]"
2234,"[854852, 1023720, 1022254, 995965, 1133018, 1081177, 880150, 874972, 1024306, 999858, 844179, 9245106, 979707, 1127831, 6034857, 1068719, 1105488, 854754, 1106523, 1026118, 981760, 12810393, 890610, 976199, 5978656, 5978648, 986912, 904360, 863447, 940947, 1070702, 878996, 965267, 951412, 997309, 865178, 901062, 962568, 930118, 860299]"
1609,"[933835, 999104, 844179, 1077490, 834117, 913210, 1022097, 9835509, 5568228, 1136257, 961554, 5569374, 1102959, 981760, 9337581, 914190, 852856, 866211, 1058404, 998119, 926233, 5578547, 1003188, 970030, 951590, 878996, 903325, 908318, 909714, 945805, 5569230, 1070820, 865705, 1127831, 951412, 1009449, 1034686, 1053690, 832678, 1029743]"
1470,"[1029743, 995242, 981760, 1127831, 862349, 904360, 5978656, 1070820, 908531, 961554, 923746, 951590, 859075, 866211, 878996, 916122, 1058997, 1044078, 1039156, 909894, 1126899, 5569230, 1004906, 903325, 962229, 854852, 962568, 860975, 1023958, 1081177, 901062, 847982, 5978648, 1053690, 844179, 1024306, 12263788, 1136257, 1006184, 5569471]"
409,"[961554, 862349, 1081177, 962568, 854852, 1026118, 1070820, 5569471, 981760, 1127831, 904360, 6034857, 916122, 903325, 1136257, 878996, 5978656, 1137688, 1004906, 901062, 845208, 844179, 1058997, 12301109, 999858, 1024306, 909714, 5978648, 866211, 1110142, 985999, 8090521, 1051516, 1119051, 995965, 1053690, 979707, 1028816, 897954, 893501]"
768,"[1077555, 1127831, 5978656, 1056509, 1096036, 847982, 995242, 1044078, 5978648, 1023720, 913210, 1029743, 1038217, 904360, 934427, 947798, 1005609, 981760, 1023958, 1127624, 890610, 985893, 1058779, 1065593, 933637, 834117, 925626, 962229, 12810393, 866211, 962568, 909894, 860975, 1127179, 961554, 878996, 1006184, 844179, 935284, 856772]"
2360,"[833025, 914190, 913785, 854852, 962568, 904360, 1136257, 903325, 961554, 979707, 995242, 1081177, 844179, 1029743, 1005186, 1127831, 866211, 1043301, 13842214, 1065593, 865178, 5568729, 1044078, 1070820, 824005, 1119051, 9527290, 909714, 1137688, 1004906, 883003, 6034857, 1138443, 13842090, 825541, 916122, 1102949, 1116821, 971922, 5569230]"
125,"[859075, 1092026, 868764, 995242, 844165, 5568378, 8090521, 981760, 1029743, 833025, 847982, 908531, 1006184, 1127831, 962568, 961554, 987724, 904360, 8090537, 839419, 923746, 983584, 8090532, 1065593, 1136257, 987562, 893501, 1022053, 1076875, 1004906, 5978656, 930917, 844179, 5568729, 1096036, 899624, 1081177, 1056509, 873203, 1085604]"
2252,"[1044078, 1024306, 859075, 833025, 908531, 962568, 847982, 1038217, 923746, 904360, 962229, 844179, 1096036, 5978656, 890610, 981760, 1127831, 5569471, 910032, 1004906, 878996, 995242, 965267, 987562, 1133018, 1058997, 1029743, 1065593, 965766, 1105488, 9527290, 961554, 995896, 1006184, 9245106, 1042907, 1077555, 5978648, 977545, 1096343]"
2190,"[923746, 5569471, 1127831, 965267, 878996, 909894, 890610, 844165, 5569230, 1053690, 983584, 1133018, 866211, 908531, 833025, 904360, 1075368, 9527290, 819978, 1024306, 1018740, 834117, 962568, 1070015, 981760, 8090537, 1081177, 1117514, 993638, 1006184, 893501, 847982, 1058779, 5569845, 976199, 967395, 1039156, 859010, 1105488, 1102959]"
1369,"[1058997, 1126899, 1127831, 981760, 903325, 854852, 961554, 878996, 866211, 901062, 904360, 1119051, 1024306, 916122, 1026118, 962568, 1022254, 1028816, 7024990, 5978656, 1023720, 1081177, 1029743, 979707, 951412, 1051516, 1137688, 824005, 914190, 845307, 5978648, 1055504, 825541, 995242, 909714, 6034857, 971922, 870515, 874149, 857503]"
1694,"[12810393, 1133018, 5569230, 1004906, 1110572, 1106523, 1053690, 8090537, 1081177, 981760, 1005186, 859075, 880150, 1044078, 933835, 965766, 890610, 899624, 844179, 847982, 832678, 1070015, 845208, 987562, 5978656, 951590, 9527290, 979707, 995876, 5568378, 908531, 1014948, 961554, 1012587, 6533765, 8090509, 8090521, 1040807, 819978, 1043590]"
2262,"[909894, 878996, 1127831, 981760, 1023958, 866211, 860975, 961554, 1126899, 1024306, 1122358, 1023720, 903325, 862349, 1019247, 1058997, 857503, 5978656, 1127179, 933637, 896369, 1055504, 923746, 908531, 1070015, 889731, 913210, 1096036, 901062, 893018, 1070820, 904360, 962568, 1065593, 1082212, 847982, 1062002, 1003188, 1114597, 965267]"
1151,"[1106523, 1044078, 981760, 1133018, 923746, 951590, 6533765, 1033615, 1043590, 985119, 5592931, 904360, 987562, 1004906, 859075, 982469, 1068719, 870547, 833025, 1101173, 899624, 1029743, 965766, 1122358, 969866, 844179, 883963, 1062966, 1025611, 1127758, 836445, 1070015, 962229, 1103629, 1096036, 1048462, 1027068, 839419, 1085604, 910673]"
2041,"[1081177, 874972, 844179, 5585510, 904360, 908318, 999858, 12810393, 1044078, 981760, 863447, 923746, 854852, 1070702, 12262778, 1000753, 9245106, 962568, 944534, 961554, 12301405, 916122, 1024306, 1074333, 845208, 857503, 1026118, 1050851, 823704, 995965, 1044805, 896613, 1002558, 1127831, 847982, 893501, 890695, 987562, 6034857, 6463742]"
1850,"[901062, 1127831, 961554, 854852, 916122, 878996, 903325, 962568, 6034857, 1024306, 866211, 909714, 979707, 951412, 1023720, 5978656, 1105488, 981760, 1022254, 970030, 862349, 1117514, 930118, 5978648, 1070820, 1028816, 1027569, 1051516, 1098248, 7024990, 860299, 1116821, 1062002, 985999, 904360, 12810393, 1004906, 1026118, 865178, 1137688]"
1023,"[1027569, 1029743, 909714, 852856, 5978656, 1127831, 1022097, 5582712, 893651, 5578547, 995242, 1112238, 963835, 1117393, 1062002, 872137, 896085, 890610, 5568729, 1076056, 913210, 965267, 1120443, 920002, 1082212, 860299, 1005921, 940947, 936830, 1055425, 986912, 912704, 9859182, 919423, 9553397, 927011, 1007269, 825994, 834117, 1002771]"
2237,"[854852, 961554, 5978656, 904360, 1127831, 5978648, 844179, 1077555, 6034857, 1081177, 901062, 962568, 981760, 847982, 1058997, 908531, 9527290, 903325, 1004906, 859075, 878996, 909894, 1044078, 979707, 5568378, 819765, 1136257, 987724, 1040371, 1126899, 959985, 845208, 1026118, 942817, 1096317, 913210, 999858, 1056509, 9526410, 933835]"
718,"[1053690, 1056509, 1073150, 1058997, 890610, 896085, 1096317, 983584, 860975, 1081177, 909894, 1013928, 880150, 1056746, 972931, 908531, 834117, 921744, 6034857, 1126899, 847982, 1077555, 1014802, 1105623, 1044078, 896369, 819594, 1038217, 7409971, 9245106, 989069, 1023720, 1020682, 1052912, 947798, 9337581, 1049788, 1065593, 5578547, 926909]"
189,"[951590, 5569230, 1005186, 1101010, 910032, 13841744, 986912, 883932, 1106523, 962229, 1133018, 933835, 1132771, 965766, 1040807, 1043751, 987562, 999714, 913785, 5568378, 832678, 904360, 981760, 1053690, 1110843, 960318, 995876, 854852, 1044078, 902172, 845307, 940947, 1135834, 871756, 1075470, 1012587, 904129, 1137775, 819978, 864774]"
2156,"[866211, 1127831, 995242, 5978656, 908531, 913210, 961554, 1126899, 834117, 903325, 916122, 981760, 1058997, 859075, 909714, 909894, 892008, 8090537, 1122358, 824005, 5978648, 930917, 1117514, 940947, 929018, 886481, 930118, 951190, 838186, 891141, 1075368, 1029743, 965982, 847982, 874972, 907631, 878996, 885290, 901062, 5569845]"
1070,"[995242, 1081177, 878996, 1127831, 904360, 854852, 1029743, 981760, 961554, 901062, 1006184, 962568, 859075, 1077555, 1005186, 847982, 1024306, 5978656, 1105488, 866211, 979707, 9526410, 995965, 9527290, 844179, 986912, 1058997, 5569374, 908531, 1023720, 1044078, 1026118, 923746, 5978648, 1136257, 862349, 1022053, 940947, 903325, 9245106]"
1406,"[1029743, 995242, 981760, 5568378, 866211, 1127831, 916122, 951590, 904360, 962229, 5569327, 961554, 5569230, 971922, 933835, 1092026, 1126899, 859075, 8090521, 1085604, 908531, 1101173, 5978656, 1004906, 1040807, 1087102, 1053690, 9526410, 1058997, 870547, 1138443, 9527290, 1044078, 822407, 916381, 1070820, 930917, 923746, 914190, 1068719]"
1579,"[859075, 1038217, 987562, 990797, 1004906, 933835, 5568378, 981760, 995242, 833025, 995965, 844179, 5978648, 845208, 854852, 5569471, 1018740, 962568, 9526410, 1027569, 904360, 1042438, 908531, 951590, 839419, 1005186, 1044078, 856252, 916122, 1014948, 845307, 1127831, 961554, 1137775, 1029743, 6034857, 1039589, 5978656, 5569230, 10121965]"
239,"[981760, 1004906, 854852, 962568, 1065593, 904360, 1044078, 1133018, 961554, 844179, 12810393, 1024306, 1081177, 1037863, 878996, 1023720, 1026118, 896369, 845208, 1127831, 1106523, 5592931, 1096036, 5978656, 944534, 5978648, 1128240, 1038217, 890610, 847982, 933637, 866211, 1098248, 1043590, 1069621, 1042907, 1077555, 1051516, 923746, 856772]"
1175,"[944836, 916122, 951412, 1106523, 1133018, 985999, 12810393, 1070702, 1055425, 981760, 5978656, 5978648, 12731436, 1068719, 1000753, 903325, 1092303, 1028891, 1022254, 1127831, 12384365, 968759, 963365, 962266, 1075368, 922127, 874972, 968072, 1057102, 872137, 918368, 13506200, 13071902, 1051516, 862826, 1049788, 6534035, 1135476, 909714, 887102]"
1473,"[903325, 1058997, 1127831, 1126899, 878996, 962568, 961554, 854852, 5569471, 951412, 866211, 1119051, 981760, 1137688, 904360, 1026118, 901062, 870515, 1051516, 916122, 6034857, 865178, 1116821, 5978656, 1105488, 1022254, 1029743, 1024306, 862349, 995242, 909714, 824005, 976199, 825541, 1117514, 1081177, 970030, 979707, 5978648, 7024990]"
1616,"[1106523, 1133018, 951590, 962229, 844179, 12810393, 1044078, 910032, 981760, 1004906, 916122, 822407, 930917, 965766, 904360, 5569230, 1081177, 892008, 1068719, 999858, 1096036, 883932, 880150, 1101010, 962568, 854852, 961554, 1053690, 12301109, 1051211, 9245106, 1016800, 899624, 933835, 898068, 923746, 874972, 1045220, 893018, 1029743]"
138,"[904360, 981760, 1081177, 1127831, 962568, 862349, 854852, 1058997, 961554, 1070820, 1024306, 903325, 1101010, 1132771, 866211, 908531, 933835, 1126899, 1029743, 6034857, 845208, 951590, 5978656, 1040807, 5569471, 859075, 923746, 878996, 1004906, 1018740, 5978648, 1044078, 971922, 995242, 845307, 1026118, 844179, 1137775, 819978, 916993]"
641,"[930917, 909894, 1127179, 933637, 1023720, 878996, 961554, 12810422, 860975, 1024306, 904360, 1122358, 901062, 896369, 866755, 1023958, 1138443, 930118, 1045220, 12810393, 1127831, 866211, 913785, 1003188, 933835, 898068, 892008, 1051211, 5978648, 916993, 993466, 862349, 1065593, 1137775, 1058997, 1004906, 1040935, 1070820, 828867, 7024990]"
1777,"[1126899, 981760, 1058997, 1029743, 995242, 916122, 1127831, 961554, 923746, 866211, 1006184, 857503, 904360, 903325, 847982, 878996, 1096036, 893018, 5978656, 901062, 962568, 5569471, 859075, 824005, 1024306, 951590, 995965, 5569230, 1004906, 1044078, 896369, 913210, 1038217, 913785, 862349, 1081177, 870547, 987562, 865178, 909714]"
825,"[951412, 903325, 962568, 824005, 1028816, 1126899, 985999, 961554, 1116821, 1127831, 860299, 1026118, 6034857, 1137688, 7024990, 1058997, 854852, 870515, 1051516, 916122, 995965, 5978656, 979707, 825541, 1137775, 1132771, 1022254, 1023720, 930118, 971922, 970030, 874972, 1119051, 901062, 923746, 819594, 1018740, 987562, 1135476, 828935]"
288,"[1127831, 854852, 878996, 904360, 903325, 1026118, 962568, 981760, 845208, 1037863, 866211, 862349, 1137688, 1070820, 1028816, 1024306, 1081177, 961554, 1117514, 901062, 1029743, 1023720, 995242, 1004906, 930118, 965267, 1051516, 5978656, 900802, 1105488, 923746, 1106523, 1022254, 1119051, 933637, 932179, 951412, 1133018, 819840, 5978648]"
2162,"[1106523, 1133018, 1070820, 1029743, 862349, 995242, 1134522, 951590, 1075368, 5978656, 856772, 896085, 981760, 908531, 1127831, 1096036, 1027569, 965766, 893018, 5569471, 9571047, 866211, 8090537, 896369, 1110244, 9677202, 6395907, 1002771, 885290, 5569230, 969419, 1073150, 993466, 1070272, 1065593, 1056746, 944466, 1051211, 1114597, 858302]"
1762,"[1114597, 1003188, 1068719, 961554, 1110572, 976199, 1084331, 834117, 913210, 9337581, 999858, 845705, 986912, 1136257, 979707, 897125, 962568, 1044078, 859075, 878996, 5568378, 965267, 971949, 903350, 833025, 1053690, 830887, 898212, 987724, 5569230, 1029743, 879755, 839419, 844179, 952317, 983584, 1102959, 1127831, 908531, 993638]"
2264,"[857503, 1003188, 865178, 995965, 1081177, 859427, 908318, 870515, 970030, 837270, 903325, 824005, 962568, 1126899, 951412, 1105488, 1137688, 1058997, 961554, 916122, 981760, 970747, 1000237, 1046262, 944836, 986912, 1127831, 996070, 1026118, 8090440, 889731, 1051516, 970202, 860299, 995478, 835098, 1024306, 1005186, 1022254, 904360]"
404,"[981760, 1081177, 916122, 904360, 854852, 6034857, 903325, 1026118, 1137688, 962568, 870515, 961554, 970202, 995965, 985999, 923746, 844179, 1044078, 845208, 987724, 979707, 1136257, 999858, 970030, 992986, 1004906, 1110142, 951412, 857503, 944137, 1106523, 987562, 865178, 1092588, 1046262, 930603, 897954, 824005, 997907, 1133018]"
1297,"[1026118, 854852, 1137688, 903325, 1028816, 981760, 878996, 1127831, 1037863, 866211, 845208, 962568, 961554, 870515, 1029743, 904360, 995242, 916122, 951412, 1081177, 1051516, 1106523, 970030, 901062, 1022254, 1058997, 1004906, 932179, 1133018, 1117514, 970202, 848071, 5569230, 1053690, 5978656, 999104, 930118, 824005, 1119051, 930603]"
1944,"[903325, 5569230, 854852, 862349, 970030, 1127831, 870515, 5978656, 916122, 1070820, 880427, 985999, 1029743, 866211, 1119405, 1137688, 962568, 6034857, 1062002, 961554, 878996, 913894, 1037332, 1046262, 916993, 843756, 7024990, 1028816, 1105488, 971922, 828935, 833724, 1023720, 1026118, 5578547, 1119051, 6602729, 981760, 7025106, 12263788]"
463,"[1127831, 878996, 965267, 1133018, 1026118, 1106523, 1023720, 923746, 5569230, 981760, 1024306, 866211, 933637, 5569845, 5978656, 1070015, 854852, 1051516, 930118, 5978648, 845208, 1028816, 890610, 1117514, 1055504, 1127179, 857006, 1105488, 903325, 1053690, 1009046, 1037863, 904360, 962568, 993638, 961554, 1042697, 901062, 1081177, 819840]"
638,"[1005186, 986912, 990797, 5568378, 1024306, 961554, 904360, 962229, 1081177, 878996, 1029743, 844179, 933835, 859075, 12810393, 981760, 995242, 1127831, 1105488, 916122, 866211, 901062, 854852, 979707, 910032, 965766, 1006184, 1014948, 940947, 1004906, 9245106, 1070015, 862349, 844818, 965267, 1110843, 1044078, 936594, 914190, 1070820]"
2148,"[854852, 1081177, 981760, 1101010, 962568, 1133018, 904360, 1044078, 1106523, 1127831, 903325, 951590, 913210, 1096036, 871756, 910032, 961554, 844179, 1077555, 952317, 1068719, 1094955, 1037863, 845208, 928049, 999270, 9526410, 856772, 901062, 866211, 965766, 896369, 12301100, 943233, 878996, 913785, 979707, 5568378, 1004906, 832678]"
1102,"[995242, 1029743, 1127831, 878996, 866211, 1023720, 981760, 986912, 854852, 1024306, 904360, 933637, 965267, 1105488, 930118, 1127179, 903325, 1022254, 961554, 901062, 1081177, 962568, 1026118, 1037863, 909894, 1062002, 1005186, 5978656, 923746, 993638, 1133018, 1051516, 866871, 860975, 845208, 1098248, 1070015, 5978648, 979707, 1028816]"
1879,"[1101010, 986912, 981760, 904360, 854852, 1040807, 933835, 1132771, 1081177, 951590, 1018740, 1133018, 819978, 1137775, 1127831, 922561, 995242, 971922, 974108, 1070803, 885290, 866211, 5978648, 1135834, 5569230, 1106523, 891141, 1043751, 845208, 1026118, 1039156, 895930, 5978656, 835098, 865026, 828867, 845307, 883003, 883932, 15596279]"
2083,"[5978656, 1005186, 862349, 5978648, 1022254, 908531, 883932, 1037863, 1070820, 1127831, 981760, 844179, 1004906, 866211, 845208, 990797, 863447, 933835, 961554, 1058997, 12731714, 986912, 880150, 1110843, 1024306, 930118, 995876, 1022097, 916122, 901062, 878996, 1027569, 825541, 852856, 944534, 1042438, 854852, 6034857, 1091365, 1135834]"
235,"[981760, 961554, 1070820, 862349, 878996, 1127831, 908531, 904360, 854852, 857503, 1053690, 916122, 1081177, 983584, 866211, 923746, 903325, 962568, 1026118, 1024306, 986912, 979707, 933835, 1105488, 5978656, 1126899, 985999, 862732, 913210, 834117, 860299, 1028816, 1043301, 998119, 893501, 865178, 6034857, 1029743, 5569374, 961979]"
922,"[1126899, 1058997, 1127831, 981760, 903325, 1026118, 878996, 961554, 866211, 1119051, 5978656, 1137688, 962568, 904360, 1039156, 854852, 1028816, 951412, 824005, 916122, 901062, 1081177, 923746, 5978648, 979707, 1051516, 845208, 930118, 870515, 862349, 1022254, 825541, 986912, 1009449, 12263788, 1024306, 1105488, 930603, 857503, 1055504]"
